site,name,employer,location,salary_min,salary_max,salary_currency,link
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941486
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941482
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941487
hh.ru,Senior Python Developer (Extranet Team),"Emerging Travel Group (Ostrovok.ru, B2B.Ostrovok, RateHawk, ZenHotels)",,,,,https://sosnovoborsk.hh.ru/vacancy/70029182
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941488
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941485
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941489
hh.ru,Разработчик СУБД (C/Python),ООО Аренадата Софтвер,,,,,https://sosnovoborsk.hh.ru/vacancy/70030991
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941483
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941479
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69941157
hh.ru,QA automation engineer (Python),ООО САЙБЕРЛИМФА,,,,,https://sosnovoborsk.hh.ru/vacancy/69678610
hh.ru,"QA Engineer Automation / Автоматизатор (Python, Appium)","EGAR TECHNOLOGY, INC.",,,,,https://sosnovoborsk.hh.ru/vacancy/70086071
hh.ru,Senior Python Developer в международную компанию о здоровье,Welltory,,,,,https://sosnovoborsk.hh.ru/vacancy/68517436
hh.ru,Разработчик СУБД (C/Python),ООО Аренадата Софтвер,,,,,https://sosnovoborsk.hh.ru/vacancy/70030990
hh.ru,Senior Python developer (remote/Serbia),ROKO Labs,,,,,https://sosnovoborsk.hh.ru/vacancy/70346926
hh.ru,Python Devops (DSCore),Домклик,,,,,https://sosnovoborsk.hh.ru/vacancy/68610429
hh.ru,Team Lead Python Developer HR TECH,АО Гринатом,,,,,https://sosnovoborsk.hh.ru/vacancy/67620570
hh.ru,Senior Python developer (remote/Serbia),ROKO Labs,,,,,https://sosnovoborsk.hh.ru/vacancy/70083295
hh.ru,Senior/Middle QA specialist (ручное / автотесты) Python,ProfiStaff,,200000,255000,руб,https://sosnovoborsk.hh.ru/vacancy/68292342
hh.ru,Разработчик ETL/Airflow/Python (RWA),"Иннотех, Группа компаний",,,,,https://sosnovoborsk.hh.ru/vacancy/68922284
hh.ru,Senior/Middle QA specialist (ручное / автотесты) Python,ProfiStaff,,200000,255000,руб,https://sosnovoborsk.hh.ru/vacancy/68292341
hh.ru,Middle Python developer (remote),ООО Анлимитед Продакшен,,,,,https://sosnovoborsk.hh.ru/vacancy/69792011
hh.ru,Team Lead (Python),Tradetech Development,,,,,https://sosnovoborsk.hh.ru/vacancy/69594554
hh.ru,Fullstack developer (Python),Группа НЛМК,,,,,https://sosnovoborsk.hh.ru/vacancy/68783591
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69900127
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69900109
hh.ru,Senior/Lead Python-разработчик,Контур,,,,,https://sosnovoborsk.hh.ru/vacancy/69900006
hh.ru,Senior Python Разработчик (PT Container Security),Positive Technologies,,,,,https://sosnovoborsk.hh.ru/vacancy/69775793
hh.ru,Senior Python Разработчик (PT Container Security),Positive Technologies,,,,,https://sosnovoborsk.hh.ru/vacancy/69775790
hh.ru,Data engineer (Python Hadoop Spark),"X5 GROUP, Девелопмент",,,,,https://sosnovoborsk.hh.ru/vacancy/69791866
hh.ru,"Инженер по автоматизации тестирования GO/Python (Путешествия,Travel)",Ozon Информационные технологии,,,,,https://sosnovoborsk.hh.ru/vacancy/68429662
hh.ru,Senior Python developer,Nitka Technologies,,,,,https://sosnovoborsk.hh.ru/vacancy/69251114
hh.ru,QA Automation Engineer Python/Автотестировщик,Лига Цифровой Экономики,,,,,https://sosnovoborsk.hh.ru/vacancy/68820590
hh.ru,"Инженер по автоматизации тестирования GO, Python (Маркетинговая платформа, Путь совершения покупки)",Ozon Информационные технологии,,,,,https://sosnovoborsk.hh.ru/vacancy/69754542
hh.ru,"Senior Python разработчик (Госуслуги, цифровой ассистент)",АО РТ Лабс,,,,,https://sosnovoborsk.hh.ru/vacancy/69626610
hh.ru,Senior Python developer,ПАО ТрансКонтейнер,,,,,https://sosnovoborsk.hh.ru/vacancy/50923918
hh.ru,"SDET (Python, Kaspersky Container Security)",Лаборатория Касперского,,,,,https://sosnovoborsk.hh.ru/vacancy/66734300
hh.ru,Senior Python Developer Центр HR TECH,АО Гринатом,,,,,https://sosnovoborsk.hh.ru/vacancy/68553752
hh.ru,"Инженер по автоматизации тестирования Python, Маркетплейс, Полигоны доставки",Ozon Информационные технологии,,,,,https://sosnovoborsk.hh.ru/vacancy/69313622
hh.ru,Automation QA (Python),Auriga,,,,,https://sosnovoborsk.hh.ru/vacancy/69296356
hh.ru,Golang/Python developer,WILDBERRIES,,,,,https://sosnovoborsk.hh.ru/vacancy/69734305
hh.ru,Automation QA (Python),Auriga,,,,,https://sosnovoborsk.hh.ru/vacancy/69296355
hh.ru,Python developer team lead,SAPRUN,,,,,https://sosnovoborsk.hh.ru/vacancy/69579073
hh.ru,QA Automation Engineer (Python),"Иннотех, Группа компаний",,,,,https://sosnovoborsk.hh.ru/vacancy/69426813
hh.ru,Automation QA (Python),Auriga,,,,,https://sosnovoborsk.hh.ru/vacancy/69296354
hh.ru,Senior Python Developer (Partners),"Emerging Travel Group (Ostrovok.ru, B2B.Ostrovok, RateHawk, ZenHotels)",,,,,https://sosnovoborsk.hh.ru/vacancy/69474938
hh.ru,"Старший инженер по автоматизации тестирования Python, ERP и учётные системы",Ozon Информационные технологии,,,,,https://sosnovoborsk.hh.ru/vacancy/67398254
hh.ru,"Инженер по автоматизации тестирования Python (Аутентификация и данные пользователя, OzonID)",Ozon Информационные технологии,,,,,https://sosnovoborsk.hh.ru/vacancy/69428114
hh.ru,Senior python разработчик backend / team lead (удаленно),MindSet,,,,,https://sosnovoborsk.hh.ru/vacancy/69577734
hh.ru,Full stack QA specialist (Python),АО ФИНАМ,,,,,https://sosnovoborsk.hh.ru/vacancy/68502283
hh.ru,Python Developer (стажер),Blockchain Solutions,,,,,https://sosnovoborsk.hh.ru/vacancy/70402495
hh.ru,Back-end Developer Python3 (Junior/Junior+),ООО Бария,,,,,https://sosnovoborsk.hh.ru/vacancy/69548861
hh.ru,Онлайн ассистент Python (удалённо),ЧУ ДО Московская школа программистов,,30000,,руб,https://sosnovoborsk.hh.ru/vacancy/70339674
hh.ru,Программист Python,ООО ИММО,,,,,https://sosnovoborsk.hh.ru/vacancy/70146917
hh.ru,Python программист (Удаленно),ГК Медси. Управляющая компания,,,100000,руб,https://sosnovoborsk.hh.ru/vacancy/70208173
hh.ru,Python (Django) разработчик,Dinord,,,,,https://sosnovoborsk.hh.ru/vacancy/70207955
hh.ru,Программист Python,Ужин Дома,,,,,https://sosnovoborsk.hh.ru/vacancy/69577225
hh.ru,Junior Full Stack Web-разработчик (Python),Standfin,,,,,https://sosnovoborsk.hh.ru/vacancy/69869982
hh.ru,Software Developer Python,ООО ВЕБ Инфраструктура,,60000,200000,руб,https://sosnovoborsk.hh.ru/vacancy/69909910
hh.ru,"Full Stack Developer (Python, JS)","МАГНИТ, Розничная сеть",,,,,https://sosnovoborsk.hh.ru/vacancy/68699159
hh.ru,Программист Python Junior (Jun-Mid),SocialJet,,90000,120000,руб,https://sosnovoborsk.hh.ru/vacancy/69781404
hh.ru,"Web Developer (Python, JavaScript)","МАГНИТ, Розничная сеть",,,,,https://sosnovoborsk.hh.ru/vacancy/67747134
hh.ru,Junior+/ Middle Python разработчик,CiPlay,,40000,100000,руб,https://sosnovoborsk.hh.ru/vacancy/69597154
hh.ru,Программист Python,ООО Электронная медицина,,50000,200000,руб,https://sosnovoborsk.hh.ru/vacancy/49488972
hh.ru,Python developer,ООО «Баланс-Платформа»,,,,,https://sosnovoborsk.hh.ru/vacancy/69616727
hh.ru,Python Backend Developer (Django),ООО Ришат,,50000,,руб,https://sosnovoborsk.hh.ru/vacancy/69630337
hh.ru,Python-разработчик,Spectr,,110000,170000,руб,https://sosnovoborsk.hh.ru/vacancy/69626784
hh.ru,Python Developer,ООО ИЦ АЙ-ТЕКО,,,280000,руб,https://sosnovoborsk.hh.ru/vacancy/68660382
hh.ru,Python разработчик,ИП Чесноков Сергей Анатольевич,,30000,,руб,https://sosnovoborsk.hh.ru/vacancy/69502899
hh.ru,Разработчик Python,Printum,,,,,https://sosnovoborsk.hh.ru/vacancy/69732332
hh.ru,Python разработчик backend (удаленно),MindSet,,,,,https://sosnovoborsk.hh.ru/vacancy/69544729
hh.ru,"Python-разработчик (Django, DRF, удаленно)",PSG,,60000,150000,руб,https://sosnovoborsk.hh.ru/vacancy/69303993
hh.ru,Преподаватель онлайн-курсов Python&Scratch для детей (индивидуальные занятия),Алгоритмика,,,,,https://sosnovoborsk.hh.ru/vacancy/69861555
hh.ru,Преподаватель онлайн-курсов Python&Scratch для детей (индивидуальные занятия),Алгоритмика,,,,,https://sosnovoborsk.hh.ru/vacancy/69861557
hh.ru,Преподаватель онлайн-курсов Python&Scratch для детей (индивидуальные занятия),Алгоритмика,,,,,https://sosnovoborsk.hh.ru/vacancy/69861553
hh.ru,Старший инженер-программист C++ (Python/Bash),МФИ Софт,,,,,https://sosnovoborsk.hh.ru/vacancy/70051878
hh.ru,Преподаватель онлайн-курсов Python&Scratch для детей (индивидуальные занятия),Алгоритмика,,,,,https://sosnovoborsk.hh.ru/vacancy/69861551
hh.ru,Преподаватель онлайн-курсов Python&Scratch для детей (индивидуальные занятия),Алгоритмика,,,,,https://sosnovoborsk.hh.ru/vacancy/69861558
hh.ru,Преподаватель онлайн-курсов Python&Scratch для детей (индивидуальные занятия),Алгоритмика,,,,,https://sosnovoborsk.hh.ru/vacancy/69861556
hh.ru,"Backend Разработчик Golang, PHP / Python (mid+/senior), удаленно",Papabrand,,2500,,USD,https://sosnovoborsk.hh.ru/vacancy/69995823
hh.ru,Senior/Middle QA specialist (ручное / автотесты) Python,ProfiStaff,,200000,255000,руб,https://sosnovoborsk.hh.ru/vacancy/68800644
hh.ru,Senior Auto QA (Python),ООО Продамус,,,,,https://sosnovoborsk.hh.ru/vacancy/69728827
hh.ru,Senior QA Engineer (Python),Greenscreens.AI,,3000,,EUR,https://sosnovoborsk.hh.ru/vacancy/69721496
hh.ru,"Fullstack-разработчик (PHP, Python)",Garan Agency,,,100000,руб,https://sosnovoborsk.hh.ru/vacancy/69650906
hh.ru,QA Automation Tech Lead (Python),KITE,,,,,https://sosnovoborsk.hh.ru/vacancy/69524457
hh.ru,Senior Backend Developer (Python),ООО Коинлоан,,,,,https://sosnovoborsk.hh.ru/vacancy/69444519
hh.ru,Developer C++/Python,МойОфис,,,,,https://sosnovoborsk.hh.ru/vacancy/67380574
hh.ru,Программист Javascript (React) + Python,ИП Надеждина Татьяна Николаевна,,50000,,руб,https://sosnovoborsk.hh.ru/vacancy/69413171
hh.ru,Программист Javascript (React) + Python,ИП Надеждина Татьяна Николаевна,,50000,,руб,https://sosnovoborsk.hh.ru/vacancy/69413172
hh.ru,Программист Javascript (React) + Python,ИП Надеждина Татьяна Николаевна,,50000,,руб,https://sosnovoborsk.hh.ru/vacancy/69413168
hh.ru,Программист Javascript (React) + Python,ИП Надеждина Татьяна Николаевна,,50000,,руб,https://sosnovoborsk.hh.ru/vacancy/69413169
hh.ru,Программист Javascript (React) + Python,ИП Надеждина Татьяна Николаевна,,50000,,руб,https://sosnovoborsk.hh.ru/vacancy/69413170
hh.ru,Senior QA engineer Auto (Python or Kotlin),ООО Ибс Инфинисофт,,,,,https://sosnovoborsk.hh.ru/vacancy/69401550
hh.ru,Senior QA Automation engineer (Python),ПАО ТрансКонтейнер,,,,,https://sosnovoborsk.hh.ru/vacancy/55549932
hh.ru,Senior QA Automation (Python),ООО Аренадата Софтвер,,,,,https://sosnovoborsk.hh.ru/vacancy/68336555
superjob.ru,Senior Python Developer,Технопарк «Сколково»,Волгоград,,,,https://superjob.ru/vakansii/senior-python-developer-43768262.html
superjob.ru,Back-end разработчик (python) (в офисе),,Саратов,50000,,руб,https://superjob.ru/vakansii/back-end-razrabotchik-44698442.html
superjob.ru,"Педагог дополнительного образования (программирование scratch/python, робототехника lego)",ТЕХНОШКОЛА,Жуковский,18000,,руб,https://superjob.ru/vakansii/pedagog-dopolnitelnogo-obrazovaniya-44818691.html
superjob.ru,Педагог на направление Python,"МБУ ДО ""Центр детского (юношеского) технического творчества ""Меридиан""",Новокузнецк,20000,,руб,https://superjob.ru/vakansii/pedagog-na-napravlenie-python-43502923.html
superjob.ru,Разработчик Python,Ботобот,Москва,180000,,руб,https://superjob.ru/vakansii/razrabotchik-python-41696139.html
superjob.ru,"Специалист по обработке данных R, Python, SPSS",ФГБОУ ВО МГППУ,Москва,,,,https://superjob.ru/vakansii/specialist-po-obrabotke-dannyh-r-42635052.html
superjob.ru,Fullstack-разработчик Python/Vue.js,ТЕНДЕРХЕЛП,Дубна (Московская область),,80000,руб,https://superjob.ru/vakansii/fullstack-razrabotchik-python-44750769.html
superjob.ru,"Учитель информатики и робототехники, LEGO-конструирование, РОББО, Scratch, Python","ГБОУ ""Лицей №126"" Калининского района Санкт-Петербурга",Санкт-Петербург,,,,https://superjob.ru/vakansii/uchitel-informatiki-i-robototehniki-38641581.html
superjob.ru,Преподаватель по направлению Программирование Python,Иркутский колледж автомобильного транспорта и дорожного строительства,Иркутск,,,,https://superjob.ru/vakansii/prepodavatel-po-napravleniyu-programmirovanie-python-44631086.html
superjob.ru,Программист Python,"ФГБУ ""Научно-исследовательский центр космической гидрометеорологии ""Планета""",Москва,,,,https://superjob.ru/vakansii/programmist-python-44186748.html
superjob.ru,Middle-BackEnd-разработчик (Python),Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/middle-backend-razrabotchik-44673065.html
superjob.ru,Middle Python developer,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/middle-python-developer-44735926.html
superjob.ru,Инженер-радиоэлектронщик 1 категории,Радиофизика,Москва,,,,https://superjob.ru/vakansii/inzhener-radioelektronschik-1-kategorii-43148990.html
superjob.ru,Специалист службы поддержки в Яндекс Поиск (с техническими знаниями),Яндекс,Пенза,15000,,руб,https://superjob.ru/vakansii/specialist-sluzhby-podderzhki-v-yandeks-poisk-44346671.html
superjob.ru,Администратор Bitrix,Смол маш,Смоленск,55000,75000,руб,https://superjob.ru/vakansii/administrator-bitrix-44516131.html
superjob.ru,Специалист МСФО,Корпорация ВСМПО-АВИСМА,Екатеринбург,,,,https://superjob.ru/vakansii/specialist-msfo-44684601.html
superjob.ru,Ведущий сетевой администратор (гор. Ялта),,Краснодар,,,,https://superjob.ru/vakansii/veduschij-setevoj-administrator-44645268.html
superjob.ru,Системный аналитик,Группа Гута,Москва,,,,https://superjob.ru/vakansii/sistemnyj-analitik-44181976.html
superjob.ru,DevOps Engineer,"КуулКлевер (МясновЪ, Отдохни)",Нижний Новгород,,,,https://superjob.ru/vakansii/devops-engineer-42890350.html
superjob.ru,Аналитик данных,Сбербанк России,Москва,,,,https://superjob.ru/vakansii/analitik-dannyh-44488229.html
superjob.ru,Главный специалист информационной безопасности (endpoint security),,Москва,,,,https://superjob.ru/vakansii/glavnyj-specialist-informacionnoj-bezopasnosti-44749828.html
superjob.ru,Программист MS Dynamics AX (Axapta),Национальная транспортная ассоциация,Санкт-Петербург,120000,150000,руб,https://superjob.ru/vakansii/programmist-ms-dynamics-ax-40488589.html
superjob.ru,Программист,Иркутская областная клиническая туберкулезная больница,Иркутск,,,,https://superjob.ru/vakansii/programmist-30913844.html
superjob.ru,Программист C/C++,Синтелс,Москва,,,,https://superjob.ru/vakansii/programmist-c-44556906.html
superjob.ru,Куратор IT-Полигона,ГБОУ Курчатовская школа,Москва,80000,,руб,https://superjob.ru/vakansii/kurator-it-poligona-39024465.html
superjob.ru,PHP developer (strong middle),Смартер,Нижний Новгород,,,,https://superjob.ru/vakansii/php-developer-44568263.html
superjob.ru,Системный архитектор (информационная безопасность),ICL Services,Казань,,,,https://superjob.ru/vakansii/sistemnyj-arhitektor-44759980.html
superjob.ru,Доцент / Профессор,Тюменский индустриальный университет,Тюмень,,,,https://superjob.ru/vakansii/docent-34389482.html
superjob.ru,"Инженер, техник",ФГУП ВНИИФТРИ,Менделеево,35000,,руб,https://superjob.ru/vakansii/inzhener-42940168.html
superjob.ru,Инженер / Ведущий инженер,"ФАУ ""ЦИАМ им. П. И. Баранова""",Москва,,,,https://superjob.ru/vakansii/inzhener-42700982.html
superjob.ru,Учитель информатики,ГБОУ СОШ № 1621 ЦАО города Москвы,Москва,,,,https://superjob.ru/vakansii/uchitel-informatiki-32935080.html
superjob.ru,Преподаватель по дисциплине Поддержка и тестирование программных модулей,ФГБОУ ВО МГТУ им. Н. Э. Баумана - Московский техникум космического приборостроения,Москва,,,,https://superjob.ru/vakansii/prepodavatel-po-discipline-podderzhka-i-testirovanie-programmnyh-modulej-43658866.html
superjob.ru,Специалист по работе с базой данных,МИ ФНС России по ЦОД N2,Москва,35000,,руб,https://superjob.ru/vakansii/specialist-po-rabote-s-bazoj-dannyh-31061879.html
superjob.ru,Specialist DevOps,ALP GROUP,Санкт-Петербург,,280000,руб,https://superjob.ru/vakansii/specialist-devops-40719996.html
superjob.ru,Инженер-программист,УГИБДД УМВД России по Астраханской области,Астрахань,,,,https://superjob.ru/vakansii/inzhener-programmist-43503556.html
superjob.ru,Специалист по информационным системам,СПб ГБУЗ Городская больница № 26,Санкт-Петербург,70000,,руб,https://superjob.ru/vakansii/specialist-po-informacionnym-sistemam-36146717.html
superjob.ru,Менеджер проектов / Data Engineer,Мегаполис,Москва,,,,https://superjob.ru/vakansii/menedzher-proektov-44373196.html
superjob.ru,ML инженер (computer vision и machine learning),Южный федеральный университет,Ростов-на-Дону,55000,,руб,https://superjob.ru/vakansii/ml-inzhener-44342838.html
superjob.ru,Преподаватель по профессии Оператор ЭВМ,ГБПОУ Технологический колледж №34,Москва,,,,https://superjob.ru/vakansii/prepodavatel-po-professii-operator-evm-44736086.html
superjob.ru,Педагог дополнительного образования (центр цифрового обучения IT-куб),ГБОУ СОШ №619 Калининского района Санкт-Петербурга,Санкт-Петербург,,,,https://superjob.ru/vakansii/pedagog-dopolnitelnogo-obrazovaniya-33595426.html
superjob.ru,Специалист по информационному обеспечению,Корпорация ВСМПО-АВИСМА,Екатеринбург,,,,https://superjob.ru/vakansii/specialist-po-informacionnomu-obespecheniyu-44684239.html
superjob.ru,Океанолог-гидрометеоролог,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/okeanolog-gidrometeorolog-44095382.html
superjob.ru,Специалист службы поддержки,Яндекс,Альметьевск,15000,,руб,https://superjob.ru/vakansii/specialist-sluzhby-podderzhki-44347820.html
superjob.ru,DevOps Engineer,Синтелс,Москва,,,,https://superjob.ru/vakansii/devops-engineer-44556056.html
superjob.ru,Аналитик психологической службы,ФГБОУ ВО МГППУ,Москва,,,,https://superjob.ru/vakansii/analitik-psihologicheskoj-sluzhby-41239401.html
superjob.ru,Инженер,"ФАУ ""ЦИАМ им. П. И. Баранова""",Москва,,,,https://superjob.ru/vakansii/inzhener-43001418.html
superjob.ru,Системный администратор,ЭКО центр,Москва,,,,https://superjob.ru/vakansii/sistemnyj-administrator-38671598.html
superjob.ru,Инженер по оптоэлектронике,ФГУП ВНИИФТРИ,Менделеево,50000,,руб,https://superjob.ru/vakansii/inzhener-po-optoelektronike-42990019.html
superjob.ru,Аналитик,СП ТОРГ,Москва,150000,,руб,https://superjob.ru/vakansii/analitik-44548486.html
superjob.ru,Системный администратор,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве,Волгоград,25000,,руб,https://superjob.ru/vakansii/sistemnyj-administrator-44548608.html
superjob.ru,Специалист 1 разряда отдела мониторинга функционирования АИС ФНС России,МИ ФНС России по ЦОД,Москва,45000,,руб,https://superjob.ru/vakansii/specialist-1-razryada-otdela-monitoringa-funkcionirovaniya-ais-fns-rossii-38482723.html
superjob.ru,Программист-разработчик,,Волгоград,50000,,руб,https://superjob.ru/vakansii/programmist-razrabotchik-32041070.html
superjob.ru,Инженер Программист,"ФГБУ ""Научно-исследовательский центр космической гидрометеорологии ""Планета""",Москва,,,,https://superjob.ru/vakansii/inzhener-programmist-43147987.html
superjob.ru,Разработчик 1С,ТС Командор,Иркутск,,110000,руб,https://superjob.ru/vakansii/razrabotchik-1s-44611122.html
superjob.ru,"Программист, наставник-тьютор",Алиев Руслан Чингизович (Jobers),Коммунарка,85000,,руб,https://superjob.ru/vakansii/programmist-44718421.html
superjob.ru,Преподаватель,Султанов Илхом Абдукахарович,Сургут,,70000,руб,https://superjob.ru/vakansii/prepodavatel-44603518.html
superjob.ru,Разработчик БД,Ладога Дистрибьюшен,Санкт-Петербург,,130000,руб,https://superjob.ru/vakansii/razrabotchik-bd-42492143.html
superjob.ru,Middle/Senior QA Automation Engineer,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/middle-43470739.html
superjob.ru,Инженер,Технопарк «Сколково»,Екатеринбург,,,,https://superjob.ru/vakansii/inzhener-44581966.html
superjob.ru,Web Developer,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/web-developer-43582301.html
superjob.ru,Backend Developer,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/backend-developer-43582299.html
superjob.ru,SRE-инженер,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/sre-inzhener-44687398.html
superjob.ru,Research Developer,Технопарк «Сколково»,Новосибирск,,,,https://superjob.ru/vakansii/research-developer-43582228.html
superjob.ru,Специалист службы поддержки (с техническими знаниями),Яндекс,Ханты-Мансийск,15000,,руб,https://superjob.ru/vakansii/specialist-sluzhby-podderzhki-37985817.html
superjob.ru,Data-scientist,Friendwork,Москва,,,,https://superjob.ru/vakansii/data-scientist-44814788.html
superjob.ru,"Архитектор по кибербезопасности, инженер",Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/arhitektor-po-kiberbezopasnosti-44250950.html
superjob.ru,Старший архитектор облачных решений,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/starshij-arhitektor-oblachnyh-reshenij-44250949.html
superjob.ru,Системный инженер (DevOps),Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/sistemnyj-inzhener-44172046.html
superjob.ru,Разработчик Phyton,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/razrabotchik-phyton-44199688.html
superjob.ru,Machine Learning Engineer,Технопарк «Сколково»,Тюмень,,200000,руб,https://superjob.ru/vakansii/machine-learning-engineer-43878408.html
superjob.ru,DevOps / MLOps Engineer,Технопарк «Сколково»,Тюмень,200000,240000,руб,https://superjob.ru/vakansii/devops-43878412.html
superjob.ru,Middle разработчик (frontend),Технопарк «Сколково»,Москва,,250000,руб,https://superjob.ru/vakansii/middle-razrabotchik-43320754.html
superjob.ru,DevOps-инженер,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/devops-inzhener-44233685.html
superjob.ru,Инженер отдела поддержки проектов (DevOps инженер),Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/inzhener-otdela-podderzhki-proektov-44557602.html
superjob.ru,NetOps инженер,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/netops-inzhener-44229936.html
superjob.ru,Инженер-схемотехник,ФГУП ВНИИФТРИ,Менделеево,60000,,руб,https://superjob.ru/vakansii/inzhener-shemotehnik-38000105.html
superjob.ru,Техник (дозиметрия),ФГУП ВНИИФТРИ,Менделеево,35000,,руб,https://superjob.ru/vakansii/tehnik-41889237.html
superjob.ru,Java-программист,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве,Волгоград,,,,https://superjob.ru/vakansii/java-programmist-44548423.html
superjob.ru,"Инженер (инженеры 1 категории, 2 категории)",ФГУП ВНИИФТРИ,Менделеево,60000,,руб,https://superjob.ru/vakansii/inzhener-41889027.html
superjob.ru,Заместитель руководителя направления DevOps,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/zamestitel-rukovoditelya-napravleniya-devops-44544527.html
superjob.ru,Инженер-программист встраиваемых систем,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/inzhener-programmist-vstraivaemyh-sistem-44718631.html
superjob.ru,Дата-аналитик,Технопарк «Сколково»,Москва,,,,https://superjob.ru/vakansii/data-analitik-44280581.html
